paperId,title,abstract,clean_abstract
ccaf829bffd0b1a55a67a6958dcfb7af4cd16641,Formal Concept Analysis: Mathematical Foundations,"From the Publisher: 
This is the first textbook on formal concept analysis. It gives a systematic presentation of the mathematical foundations and their relation to applications in computer science, especially in data analysis and knowledge processing. Above all, it presents graphical methods for representing conceptual systems that have proved themselves in communicating knowledge. Theory and graphical representation are thus closely coupled together. The mathematical foundations are treated thoroughly and illuminated by means of numerous examples.",publish first textbook formal concept analysi give systemat present mathemat foundat relat applic comput scienc especi data analysi knowledg process present graphic method repres conceptu system prove commun knowledg theori graphic represent thu close coupl togeth mathemat foundat treat thoroughli illumin mean numer exampl
f338304435183c446671010b4e87fc505fba0ae7,Clickstream Data Yields High-Resolution Maps of Science,"Background Intricate maps of science have been created from citation data to visualize the structure of scientific activity. However, most scientific publications are now accessed online. Scholarly web portals record detailed log data at a scale that exceeds the number of all existing citations combined. Such log data is recorded immediately upon publication and keeps track of the sequences of user requests (clickstreams) that are issued by a variety of users across many different domains. Given these advantages of log datasets over citation data, we investigate whether they can produce high-resolution, more current maps of science. Methodology Over the course of 2007 and 2008, we collected nearly 1 billion user interactions recorded by the scholarly web portals of some of the most significant publishers, aggregators and institutional consortia. The resulting reference data set covers a significant part of world-wide use of scholarly web portals in 2006, and provides a balanced coverage of the humanities, social sciences, and natural sciences. A journal clickstream model, i.e. a first-order Markov chain, was extracted from the sequences of user interactions in the logs. The clickstream model was validated by comparing it to the Getty Research Institute's Architecture and Art Thesaurus. The resulting model was visualized as a journal network that outlines the relationships between various scientific domains and clarifies the connection of the social sciences and humanities to the natural sciences. Conclusions Maps of science resulting from large-scale clickstream data provide a detailed, contemporary view of scientific activity and correct the underrepresentation of the social sciences and humanities that is commonly found in citation data.",background intric map scienc creat citat data visual structur scientif activ howev scientif public access onlin scholarli web portal record detail log data scale exce number exist citat combin log data record immedi upon public keep track sequenc user request clickstream issu varieti user across mani differ domain given advantag log dataset citat data investig whether produc highresolut current map scienc methodolog cours collect nearli billion user interact record scholarli web portal signific publish aggreg institut consortia result refer data set cover signific part worldwid use scholarli web portal provid balanc coverag human social scienc natur scienc journal clickstream model ie firstord markov chain extract sequenc user interact log clickstream model valid compar getti research institut architectur art thesauru result model visual journal network outlin relationship variou scientif domain clarifi connect social scienc human natur scienc conclus map scienc result largescal clickstream data provid detail contemporari view scientif activ correct underrepresent social scienc human commonli found citat data
08b43d84e6747e370ef307e2ada50675b414514a,Survey of clustering algorithms,"Data analysis plays an indispensable role for understanding various phenomena. Cluster analysis, primitive exploration with little or no prior knowledge, consists of research developed across a wide variety of communities. The diversity, on one hand, equips us with many tools. On the other hand, the profusion of options causes confusion. We survey clustering algorithms for data sets appearing in statistics, computer science, and machine learning, and illustrate their applications in some benchmark data sets, the traveling salesman problem, and bioinformatics, a new field attracting intensive efforts. Several tightly related topics, proximity measure, and cluster validation, are also discussed.",data analysi play indispens role understand variou phenomena cluster analysi primit explor littl prior knowledg consist research develop across wide varieti commun divers one hand equip us mani tool hand profus option caus confus survey cluster algorithm data set appear statist comput scienc machin learn illustr applic benchmark data set travel salesman problem bioinformat new field attract intens effort sever tightli relat topic proxim measur cluster valid also discuss
444f7e9532a3985ecde11a1e253f717147c18dec,Status quo bias in decision making,,nan
7e4e5065f64fffe868640f05a9e7ed296cda4e0f,Social Vulnerability to Environmental Hazards,"County-level socioeconomic and demographic data were used to construct an index of social vulnerability to environmental hazards, called the Social Vulnerability Index (SoVI) for the United States based on 1990 data. Copyright (c) 2003 by the Southwestern Social Science Association.",countylevel socioeconom demograph data use construct index social vulner environment hazard call social vulner index sovi unit state base data copyright c southwestern social scienc associ
1996013872df1d43bca8c693786c3853e99aa9ff,"Research Design, Falsification, and the Qualitative–Quantitative Divide","R eceiving five serious reviews in this symposium is gratifying and confirms our belief that research design should be a priority for our discipline. We are pleased that our five distinguished reviewers appear to agree with our unified approach to the logic of inference in the social sciences, and with our fundamental point: that good quantitative and good qualitative research designs are based fundamentally on the same logic of inference. The reviewers also raised virtually no objections to the main practical contribution of our book-our many specific procedures for avoiding bias, getting the most out of qualitative data, and making reliable inferences. However, the reviews make clear that although our book may be the latest word on research design in political science, it is surely not the last. We are taxed for failing to include important issues in our analysis and for dealing inadequately with some of what we included. Before responding to the reviewers' most direct criticisms, let us explain what we emphasize in Designing Social Inquiry and how it relates to some of the points raised by the reviewers.",r eceiv five seriou review symposium gratifi confirm belief research design prioriti disciplin pleas five distinguish review appear agre unifi approach logic infer social scienc fundament point good quantit good qualit research design base fundament logic infer review also rais virtual object main practic contribut bookour mani specif procedur avoid bia get qualit data make reliabl infer howev review make clear although book may latest word research design polit scienc sure last tax fail includ import issu analysi deal inadequ includ respond review direct critic let us explain emphas design social inquiri relat point rais review
ef07defaf08123d5e1a8bd41ad6e2db5e5b225e3,The spread of true and false news online,"Lies spread faster than the truth There is worldwide concern over false news and the possibility that it can influence political, economic, and social well-being. To understand how false news spreads, Vosoughi et al. used a data set of rumor cascades on Twitter from 2006 to 2017. About 126,000 rumors were spread by ∼3 million people. False news reached more people than the truth; the top 1% of false news cascades diffused to between 1000 and 100,000 people, whereas the truth rarely diffused to more than 1000 people. Falsehood also diffused faster than the truth. The degree of novelty and the emotional reactions of recipients may be responsible for the differences observed. Science, this issue p. 1146 A large-scale analysis of tweets reveals that false rumors spread further and faster than the truth. We investigated the differential diffusion of all of the verified true and false news stories distributed on Twitter from 2006 to 2017. The data comprise ~126,000 stories tweeted by ~3 million people more than 4.5 million times. We classified news as true or false using information from six independent fact-checking organizations that exhibited 95 to 98% agreement on the classifications. Falsehood diffused significantly farther, faster, deeper, and more broadly than the truth in all categories of information, and the effects were more pronounced for false political news than for false news about terrorism, natural disasters, science, urban legends, or financial information. We found that false news was more novel than true news, which suggests that people were more likely to share novel information. Whereas false stories inspired fear, disgust, and surprise in replies, true stories inspired anticipation, sadness, joy, and trust. Contrary to conventional wisdom, robots accelerated the spread of true and false news at the same rate, implying that false news spreads more than the truth because humans, not robots, are more likely to spread it.",lie spread faster truth worldwid concern fals news possibl influenc polit econom social wellb understand fals news spread vosoughi et al use data set rumor cascad twitter rumor spread million peopl fals news reach peopl truth top fals news cascad diffus peopl wherea truth rare diffus peopl falsehood also diffus faster truth degre novelti emot reaction recipi may respons differ observ scienc issu p largescal analysi tweet reveal fals rumor spread faster truth investig differenti diffus verifi true fals news stori distribut twitter data compris stori tweet million peopl million time classifi news true fals use inform six independ factcheck organ exhibit agreement classif falsehood diffus significantli farther faster deeper broadli truth categori inform effect pronounc fals polit news fals news terror natur disast scienc urban legend financi inform found fals news novel true news suggest peopl like share novel inform wherea fals stori inspir fear disgust surpris repli true stori inspir anticip sad joy trust contrari convent wisdom robot acceler spread true fals news rate impli fals news spread truth human robot like spread
b9bb6963c8291a9a3b697d30d8e8979c25c51f02,Classical and modern regression with applications,"The author emphasizes applications with examples that illustrate nearly all the techniques discussed. Applications have been selected from physical sciences, engineering, biology, management science and economics. Emphasis is also placed on concepts with a blend between illustrations using real data sets and mathematical and conceptual development. Expanded coverage includes: simultaneous influence, maximum likelihood estimation of parameters, and the plotting of residuals, the use of the general linear hypothesis, indicator variables, the geometry of least squares, the relationship to ANOVA models, Box-Cox transformation with illustrations, categorical response, other nonnormal error situations, autocorrelated errors and logistic regression.",author emphas applic exampl illustr nearli techniqu discuss applic select physic scienc engin biolog manag scienc econom emphasi also place concept blend illustr use real data set mathemat conceptu develop expand coverag includ simultan influenc maximum likelihood estim paramet plot residu use gener linear hypothesi indic variabl geometri least squar relationship anova model boxcox transform illustr categor respons nonnorm error situat autocorrel error logist regress
e4fec57300d4033aa9372501a8b3a72c15a4384e,Applied statistics for the behavioral sciences,"This introductory text provides students with a conceptual understanding of basic statistical procedures, as well as the computational skills needed to complete them. The clear presentation, accessible language, and step-by-step instruction make it easy for students from a variety of social science disciplines to grasp the material. The scenarios presented in chapter exercises span the curriculum, from political science to marketing, so that students make a connection between their own area of interest and the study of statistics. Unique coverage focuses on concepts critical to understanding current statistical research such as power and sample size, multiple comparison tests, multiple regression, and analysis of covariance. Additional SPSS coverage throughout the text includes computer printouts and expanded discussion of their contents in interpreting the results of sample exercises. 1. Introduction. 2. Organizing and Graphing Data. 3. Describing Distributions: Individual Scores, Central Tendency, and Variation. 4. The Normal Distribution. 5. Correlation: A Measure of Relationship. 6. Linear Regression: Prediction. 7. Sampling, Probability, and Sampling Distributions. 8. Hypothesis Testing: One-Sample Case for the Mean. 9. Estimation: One-Sample Case for the Mean. 10. Hypothesis Testing: One-Sample Case for Other Statistics. 11. Hypothesis Testing: Two-Sample Case for the Mean. 12. Hypothesis Testing: Two-Sample Case for Other Statistics. 13. Determining Power and Sample Size. 14. Hypothesis Testing, K-Sample Case: Analysis of Variance, One-Way Classification. 15. Multiple-Comparison Procedures. 16. Analysis of Variance, Two-Way Classification. 17. Linear Regression: Estimation and Hypothesis Testing. 18. Multiple Linear Regression. 19. Analysis of Covariance. 20. Other Correlation Coefficients. 21. Chi-Square (X2) Tests for Frequencies. 22. Other Nonparametric Tests.",introductori text provid student conceptu understand basic statist procedur well comput skill need complet clear present access languag stepbystep instruct make easi student varieti social scienc disciplin grasp materi scenario present chapter exercis span curriculum polit scienc market student make connect area interest studi statist uniqu coverag focus concept critic understand current statist research power sampl size multipl comparison test multipl regress analysi covari addit spss coverag throughout text includ comput printout expand discuss content interpret result sampl exercis introduct organ graph data describ distribut individu score central tendenc variat normal distribut correl measur relationship linear regress predict sampl probabl sampl distribut hypothesi test onesampl case mean estim onesampl case mean hypothesi test onesampl case statist hypothesi test twosampl case mean hypothesi test twosampl case statist determin power sampl size hypothesi test ksampl case analysi varianc oneway classif multiplecomparison procedur analysi varianc twoway classif linear regress estim hypothesi test multipl linear regress analysi covari correl coeffici chisquar x test frequenc nonparametr test
d70e50a2cf1adb0a8de34e28de9cde267b931e26,The concepts of stress and stress system disorders. Overview of physical and behavioral homeostasis.,"OBJECTIVE
This article defines stress and related concepts and reviews their historical development. The notion of a stress system as the effector of the stress syndrome is suggested, and its physiologic and pathophysiologic manifestations are described. A new perspective on human disease states associated with dysregulation of the stress system is provided.


DATA SOURCES
Published original articles from human and animal studies and selected reviews. Literature was surveyed utilizing MEDLINE and the Index Medicus.


STUDY SELECTION
Original articles from the basic science and human literature consisted entirely of controlled studies based on verified methodologies and, with the exception of the most recent studies, replicated by more than one laboratory. Many of the basic science and clinical studies had been conducted in our own laboratories and clinical research units. Reviews cited were written by acknowledged leaders in the fields of neurobiology, endocrinology, and behavior.


DATA EXTRACTION
Independent extraction and cross-referencing by the authors.


DATA SYNTHESIS
Stress and related concepts can be traced as far back as written science and medicine. The stress system coordinates the generalized stress response, which takes place when a stressor of any kind exceeds a threshold. The main components of the stress system are the corticotropin-releasing hormone and locus ceruleus-norepinephrine/autonomic systems and their peripheral effectors, the pituitary-adrenal axis, and the limbs of the autonomic system. Activation of the stress system leads to behavioral and peripheral changes that improve the ability of the organism to adjust homeostasis and increase its chances for survival. There has been an exponential increase in knowledge regarding the interactions among the components of the stress system and between the stress system and other brain elements involved in the regulation of emotion, cognitive function, and behavior, as well as with the axes responsible for reproduction, growth, and immunity. This new knowledge has allowed association of stress system dysfunction, characterized by sustained hyperactivity and/or hypoactivity, to various pathophysiologic states that cut across the traditional boundaries of medical disciplines. These include a range of psychiatric, endocrine, and inflammatory disorders and/or susceptibility to such disorders.


CONCLUSIONS
We hope that knowledge from apparently disparate fields of science and medicine integrated into a working theoretical framework will allow generation and testing of new hypotheses on the pathophysiology and diagnosis of, and therapy for, a variety of human illnesses reflecting systematic alterations in the principal effectors of the generalized stress response. We predict that pharmacologic agents capable of altering the central apparatus that governs the stress response will be useful in the treatment of many of these illnesses.",object articl defin stress relat concept review histor develop notion stress system effector stress syndrom suggest physiolog pathophysiolog manifest describ new perspect human diseas state associ dysregul stress system provid data sourc publish origin articl human anim studi select review literatur survey util medlin index medicu studi select origin articl basic scienc human literatur consist entir control studi base verifi methodolog except recent studi replic one laboratori mani basic scienc clinic studi conduct laboratori clinic research unit review cite written acknowledg leader field neurobiolog endocrinolog behavior data extract independ extract crossreferenc author data synthesi stress relat concept trace far back written scienc medicin stress system coordin gener stress respons take place stressor kind exce threshold main compon stress system corticotropinreleas hormon locu ceruleusnorepinephrineautonom system peripher effector pituitaryadren axi limb autonom system activ stress system lead behavior peripher chang improv abil organ adjust homeostasi increas chanc surviv exponenti increas knowledg regard interact among compon stress system stress system brain element involv regul emot cognit function behavior well axe respons reproduct growth immun new knowledg allow associ stress system dysfunct character sustain hyperact andor hypoact variou pathophysiolog state cut across tradit boundari medic disciplin includ rang psychiatr endocrin inflammatori disord andor suscept disord conclus hope knowledg appar dispar field scienc medicin integr work theoret framework allow gener test new hypothes pathophysiolog diagnosi therapi varieti human ill reflect systemat alter princip effector gener stress respons predict pharmacolog agent capabl alter central apparatu govern stress respons use treatment mani ill
de96cb8ebe6119b28bb041bb3c57ccadc32a3997,An effect size primer: A guide for clinicians and researchers.,"Increasing emphasis has been placed on the use of effect size reporting in the analysis of social science data. Nonetheless, the use of effect size reporting remains inconsistent, and interpretation of effect size estimates continues to be confused. Researchers are presented with numerous effect sizes estimate options, not all of which are appropriate for every research question. Clinicians also may have little guidance in the interpretation of effect sizes relevant for clinical practice. The current article provides a primer of effect size estimates for the social sciences. Common effect sizes estimates, their use, and interpretations are presented as a guide for researchers.",increas emphasi place use effect size report analysi social scienc data nonetheless use effect size report remain inconsist interpret effect size estim continu confus research present numer effect size estim option appropri everi research question clinician also may littl guidanc interpret effect size relev clinic practic current articl provid primer effect size estim social scienc common effect size estim use interpret present guid research
54fd5a995a46f026860aede2aff6629fdae66a38,Requirements for Science Data Bases and SciDB,"For the past year, we have been assembling requirements from a collection of scientific data base users from astronomy, particle physics, fusion, remote sensing, oceanography, and biology. The intent has been to specify a common set of requirements for a new science data base system, which we call SciDB. In addition, we have discovered that very complex business analytics share most of the same requirements as “big science”. We have also constructed a partnership of companies to fund the development of SciDB, including eBay, the Large Synoptic Survey Telescope (LSST), Microsoft, the Stanford Linear Accelerator Center (SLAC) and Vertica. Lastly, we have identified two “lighthouse customers” (LSST and eBay) who will run the initial system, once it is constructed. In this paper, we report on the requirements we have identified and briefly sketch some of the SciDB design.",past year assembl requir collect scientif data base user astronomi particl physic fusion remot sens oceanographi biolog intent specifi common set requir new scienc data base system call scidb addit discov complex busi analyt share requir big scienc also construct partnership compani fund develop scidb includ ebay larg synopt survey telescop lsst microsoft stanford linear acceler center slac vertica lastli identifi two lighthous custom lsst ebay run initi system construct paper report requir identifi briefli sketch scidb design
964105343f08d1ca48f7b76bd7cb0cdcd24a4c8b,The Potential to Narrow Uncertainty in Regional Climate Predictions,"Abstract Faced by the realities of a changing climate, decision makers in a wide variety of organizations are increasingly seeking quantitative predictions of regional and local climate. An important issue for these decision makers, and for organizations that fund climate research, is what is the potential for climate science to deliver improvements—especially reductions in uncertainty—in such predictions? Uncertainty in climate predictions arises from three distinct sources: internal variability, model uncertainty, and scenario uncertainty. Using data from a suite of climate models, we separate and quantify these sources. For predictions of changes in surface air temperature on decadal timescales and regional spatial scales, we show that uncertainty for the next few decades is dominated by sources (model uncertainty and internal variability) that are potentially reducible through progress in climate science. Furthermore, we find that model uncertainty is of greater importance than internal variability. O...",abstract face realiti chang climat decis maker wide varieti organ increasingli seek quantit predict region local climat import issu decis maker organ fund climat research potenti climat scienc deliv improvementsespeci reduct uncertaintyin predict uncertainti climat predict aris three distinct sourc intern variabl model uncertainti scenario uncertainti use data suit climat model separ quantifi sourc predict chang surfac air temperatur decad timescal region spatial scale show uncertainti next decad domin sourc model uncertainti intern variabl potenti reduc progress climat scienc furthermor find model uncertainti greater import intern variabl
49594776b8a1dce89e976c846266ccefafa948b7,Stochastic Processes,"Stochastic processes are probabilistic models of data streams such as speech, audio and video signals, stock market prices, and measurements of physical phenomena by digital sensors such as medical instruments, GPS receivers, or seismographs. A solid understanding of the mathematical basis of these models is essential for understanding phenomena and processing information in many branches of science and engineering including physics, communications, signal processing, automation, and structural dynamics.",stochast process probabilist model data stream speech audio video signal stock market price measur physic phenomena digit sensor medic instrument gp receiv seismograph solid understand mathemat basi model essenti understand phenomena process inform mani branch scienc engin includ physic commun signal process autom structur dynam
164578a8d62985888e99d85154ff52dbea034a08,Data Mining Techniques,"Methods for knowledge discovery in data bases (KDD) have been studied for more than a decade. New methods are required owing to the size and complexity of data collections in administration, business and science. They include procedures for data query and extraction, for data cleaning, data analysis, and methods of knowledge representation. The part of KDD dealing with the analysis of the data has been termed data mining. Common data mining tasks include the induction of association rules, the discovery of functional relationships (classification and regression) and the exploration of groups of similar data objects in clustering. This review provides a discussion of and pointers to efficient algorithms for the common data mining tasks in a mathematical framework. Because of the size and complexity of the data sets, efficient algorithms and often crude approximations play an important role.",method knowledg discoveri data base kdd studi decad new method requir owe size complex data collect administr busi scienc includ procedur data queri extract data clean data analysi method knowledg represent part kdd deal analysi data term data mine common data mine task includ induct associ rule discoveri function relationship classif regress explor group similar data object cluster review provid discuss pointer effici algorithm common data mine task mathemat framework size complex data set effici algorithm often crude approxim play import role
2fa9691d984a857a1ec24240a2d72425b8614c87,Foundations of Qualitative Research: Interpretive and Critical Approaches,"Chapter 1: World Views, Paradigms, and the Practice of Social Science Research Case 1. Quantitative Research Case 2. Qualitative Research Thinking about the Foundations and Practice of Research What This Book Is and Is Not About. What Warrants Our Attention? The Traditional Canon Alternative Paradigms New Techniques or New Paradigms? Chapter 2: History and Context of Paradigm Development Positivism: A Response to Metaphysical and Magical Explanations Critical Theory: A Response to Inequities in Society Interpretivism: A Response to the Excesses of ""Scientific"" Social Science The Special Cases of Postmodernism and Feminism Chapter 3: Foundational Issues: Postpositivist and Critical Perspectives Social Science Research: The View from the Postpositivist Paradigm Social Science Research: The View from the Critical Theory Paradigm Chapter 4: History and Foundations of Interpretivist Research (1) Nature of Reality. (2) Purpose of Research. (3) Acceptable Methodology/Data. (4) The Meaning of Data (5) Relationship of Research to Practice. The Implications of an Interpretivist Approach What Sorts of Research are Worthwhile? Examples of Interpretive Research Chapter 5: Frameworks for Qualitative Research Postpositivist Research ""Moments"" of Qualitative Research Some General Frameworks for Qualitative Research Chapter 6: General Guidelines for Qualitative Research Guidelines for Qualitative Research Situated or Contextual Understanding, Not Truth, is the Purpose of Research Accept Multiple Sources of Influence Take A Foundational Rather Than Technique Perspective Practice Recursive (Iterative ) and Emergent Data Collection and Analysis Use Multiple Sources of Data Think of Research as a Reflective Process The Researcher is the Primary Tool for Data Collection and Analysis An Emphasis on Participatory versus Nonparticipatory Research. Adopt an Open Approach Deal With Bias Directly Select Natural Contexts for Research Research Should be Holistic, Not Atomistic Research Involves More Than Induction and Deduction: Analogical Reasoning, Abduction, and Family Resemblances Alternatives to Postpositivist Criteria for Believability: Validity and Reliability Alternative Approaches to Validity and Reliability: Triangulation and More Conclusions? Aren't They Generalizations? Chapter 7: Methods of Qualitative Research Case 1: Action Research on a Pediatric Surgical Ward Established Qualitative Research Methods Ethnography Case Studies: Another Form of Qualitative Observation Interview Research Historigraphy Historiography: The Research Methods of History Innovative Methods Participatory Qualitative Research Emancipatory Research Critical Emancipatory Action Research Chapter 8: Approaches to Data Analysis and Intepretation The Purpose of Research General Theory Objective Description Hermeneutic (Verstehen) Understanding Story telling/Narrative Data Analysis Families Eyeballing the Data Connoisseurship: A Global Perspective Hermeneutics as a Data Analysis Method Grounded Theory Analytic Induction A Final Topic: The Ethics of Research Chapter 9: 21st Century Social Science: Peering into the Future Will the Cacophony Continue? Why Can't Social Science Converge on The Answer? Competition Linearity Dialog as an Alternative to Competition Three Approaches to Knowing in Greek Thought Plato Aristotle The Humanities Choices 20th Century Social Science Made Suppose We Chose Badly Two Theories That May Help Us Build 21st Century Social Science Poetic Logic Chaos and Complexity Theory: Another Route to a Nonlinea Social Science",chapter world view paradigm practic social scienc research case quantit research case qualit research think foundat practic research book warrant attent tradit canon altern paradigm new techniqu new paradigm chapter histori context paradigm develop positiv respons metaphys magic explan critic theori respons inequ societi interpretiv respons excess scientif social scienc special case postmodern femin chapter foundat issu postpositivist critic perspect social scienc research view postpositivist paradigm social scienc research view critic theori paradigm chapter histori foundat interpretivist research natur realiti purpos research accept methodologydata mean data relationship research practic implic interpretivist approach sort research worthwhil exampl interpret research chapter framework qualit research postpositivist research moment qualit research gener framework qualit research chapter gener guidelin qualit research guidelin qualit research situat contextu understand truth purpos research accept multipl sourc influenc take foundat rather techniqu perspect practic recurs iter emerg data collect analysi use multipl sourc data think research reflect process research primari tool data collect analysi emphasi participatori versu nonparticipatori research adopt open approach deal bia directli select natur context research research holist atomist research involv induct deduct analog reason abduct famili resembl altern postpositivist criteria believ valid reliabl altern approach valid reliabl triangul conclus arent gener chapter method qualit research case action research pediatr surgic ward establish qualit research method ethnographi case studi anoth form qualit observ interview research historigraphi historiographi research method histori innov method participatori qualit research emancipatori research critic emancipatori action research chapter approach data analysi intepret purpos research gener theori object descript hermeneut verstehen understand stori tellingnarr data analysi famili eyebal data connoisseurship global perspect hermeneut data analysi method ground theori analyt induct final topic ethic research chapter st centuri social scienc peer futur cacophoni continu cant social scienc converg answer competit linear dialog altern competit three approach know greek thought plato aristotl human choic th centuri social scienc made suppos chose badli two theori may help us build st centuri social scienc poetic logic chao complex theori anoth rout nonlinea social scienc
31af4b8793e93fd35e89569ccd663ae8777f0072,The Netflix Prize,"Netflix released a dataset containing 100 million anonymous movie ratings and challenged the data mining, machine learning and computer science communities to develop systems that could beat the accuracy of its recommendation system, Cinematch. We briefly describe the challenge itself, review related work and efforts, and summarize visible progress to date. Other potential uses of the data are outlined, including its application to the KDD Cup 2007.",netflix releas dataset contain million anonym movi rate challeng data mine machin learn comput scienc commun develop system could beat accuraci recommend system cinematch briefli describ challeng review relat work effort summar visibl progress date potenti use data outlin includ applic kdd cup
8e4b30cfc46210ed439596d178ca0669946b5eb1,A Survey of Outlier Detection Methodologies,,nan
ca23dd4e9ab32bc29b79a4aa30f71ee6580a9f1c,Information visualization: perception for design by Colin Ware,"Most designers know that yellow text presented against a blue background reads clearly and easily, but how many can explain why, and what really are the best ways to help others and ourselves clearly see key patterns in a bunch of data? When we use software, access a website, or view business or scientific graphics, our understanding is greatly enhanced or impeded by the way the information is presented. 
 
This book explores the art and science of why we see objects the way we do. Based on the science of perception and vision, the author presents the key principles at work for a wide range of applications--resulting in visualization of improved clarity, utility, and persuasiveness. The book offers practical guidelines that can be applied by anyone: interaction designers, graphic designers of all kinds (including web designers), data miners, and financial analysts. 
 
 
 
Complete update of the recognized source in industry, research, and academic for applicable guidance on information visualizing. 
 
Includes the latest research and state of the art information on multimedia presentation. 
 
More than 160 explicit design guidelines based on vision science. 
 
A new final chapter that explains the process of visual thinking and how visualizations help us to think about problems. 
 
Packed with over 400 informative full color illustrations, which are key to understanding of the subject. 
 
Table of Contents 
 
 
Chapter 1. Foundations for an Applied Science of Data Visualization 
 
Chapter 2. The Environment, Optics, Resolution, and the Display 
 
Chapter 3. Lightness, Brightness, Contrast and Constancy 
 
Chapter 4. Color 
 
Chapter 5. Visual Salience and Finding Information 
 
Chapter 6. Static and Moving Patterns 
 
Chapter 7. Space Perception 
 
Chapter 8. Visual Objects and Data Objects 
 
Chapter 9. Images, Narrative, and Gestures for Explanation 
 
Chapter 10. Interacting with Visualizations 
 
Chapter 11. Visual Thinking Processes",design know yellow text present blue background read clearli easili mani explain realli best way help other clearli see key pattern bunch data use softwar access websit view busi scientif graphic understand greatli enhanc imped way inform present book explor art scienc see object way base scienc percept vision author present key principl work wide rang applicationsresult visual improv clariti util persuas book offer practic guidelin appli anyon interact design graphic design kind includ web design data miner financi analyst complet updat recogn sourc industri research academ applic guidanc inform visual includ latest research state art inform multimedia present explicit design guidelin base vision scienc new final chapter explain process visual think visual help us think problem pack inform full color illustr key understand subject tabl content chapter foundat appli scienc data visual chapter environ optic resolut display chapter light bright contrast constanc chapter color chapter visual salienc find inform chapter static move pattern chapter space percept chapter visual object data object chapter imag narr gestur explan chapter interact visual chapter visual think process
41dd19cc15a39191525b9886aa822f44a7856a4c,"""Doing"" Science versus ""Being"" a Scientist: Examining 10/11-Year-Old Schoolchildren's Constructions of Science through the Lens of Identity.","The concern about students' engagement with school science and the numbers pursuing the further study of science is an international phenomenon and a matter of considerable concern among policy makers. Research has demonstrated that the majority of young children have positive attitudes to science at age 10 but that this interest then declines sharply and by age 14, their attitude and interest in the study of science has been largely formed. This paper reports on data collected as part of a funded 5-year longitudinal study that seeks to determine how students' interest in science and scientific careers evolves. As an initial part of the study, six focus group discussions were undertaken with schoolchildren, age 10–11, to explore their attitudes toward science and interest in science, the findings of which are presented here. The children's responses are analyzed through the lens of identity, drawing on a theoretical framework that views identity as an embodied and a performed construction that is both produced by individuals and shaped by their specific structural locations. This work offers new insights into the manner in which students construct representations of science and scientists. © 2010 Wiley Periodicals, Inc. Sci Ed94:617–639, 2010",concern student engag school scienc number pursu studi scienc intern phenomenon matter consider concern among polici maker research demonstr major young children posit attitud scienc age interest declin sharpli age attitud interest studi scienc larg form paper report data collect part fund year longitudin studi seek determin student interest scienc scientif career evolv initi part studi six focu group discuss undertaken schoolchildren age explor attitud toward scienc interest scienc find present children respons analyz len ident draw theoret framework view ident embodi perform construct produc individu shape specif structur locat work offer new insight manner student construct represent scienc scientist wiley period inc sci ed
cd8055683caca2b2b4957621a09b575a708a98a6,The Hinode (Solar-B) Mission: An Overview,,nan
f2c7aba9255a14a8e438b7b12934442b5d4fa146,Vegetation Description and Analysis: A Practical Approach,"The Nature of Quantitative Plant Ecology and Vegetation Science. The Description of Vegetation in the Field. The Nature and Properties of Vegetation Data. Basic Statistical Analysis of Vegetation and Environmental Data. Ordination Methods I, 1950-1970. Ordination Methods II, 1970-1992. Phytosociology and the Zurick-Montpellier (Braun-Blanquet) School of Subjective Classification. Numerical Classification and Phytosociology. Computer Programs for Vegetation and Environmental Data Analysis. Quantitative Plant Ecology, Vegetation Science and the Future. References. Index.",natur quantit plant ecolog veget scienc descript veget field natur properti veget data basic statist analysi veget environment data ordin method ordin method ii phytosociolog zurickmontpelli braunblanquet school subject classif numer classif phytosociolog comput program veget environment data analysi quantit plant ecolog veget scienc futur refer index
831e6a3edba368604297f3164855146a376d33c9,Dynamic Version of the Economic Lot Size Model,"(This article originally appeared in Management Science, October 1958, Volume 5, Number 1, pp. 89-96, published by The Institute of Management Sciences.) 
 
A forward algorithm for a solution to the following dynamic version of the economic lot size model is given: allowing the possibility of demands for a single item, inventory holding charges, and setup costs to vary over N periods, we desire a minimum total cost inventory management scheme which satisfies known demand in every period. Disjoint planning horizons are shown to be possible which eliminate the necessity of having data for the full N periods.",articl origin appear manag scienc octob volum number pp publish institut manag scienc forward algorithm solut follow dynam version econom lot size model given allow possibl demand singl item inventori hold charg setup cost vari n period desir minimum total cost inventori manag scheme satisfi known demand everi period disjoint plan horizon shown possibl elimin necess data full n period
1e52db1f61a5f0083cbe87845c019ab351bfe6c9,Statistical learning theory,"A comprehensive look at learning and generalization theory. The statistical theory of learning and generalization concerns the problem of choosing desired functions on the basis of empirical data. Highly applicable to a variety of computer science and robotics fields, this book offers lucid coverage of the theory as a whole. Presenting a method for determining the necessary and sufficient conditions for consistency of learning process, the author covers function estimates from small data pools, applying these estimations to real-life problems, and much more.",comprehens look learn gener theori statist theori learn gener concern problem choos desir function basi empir data highli applic varieti comput scienc robot field book offer lucid coverag theori whole present method determin necessari suffici condit consist learn process author cover function estim small data pool appli estim reallif problem much
